proj,algo,exp,iter,F1,fpr,fnr,recall,tnr,precision,auc,G,accuracy,Gmean,balance
f6,nsga2,6,12,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,nsga3,6,12,1,0,0,1,1,1,1,1,1,1,1
f6,rs,6,12,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,12,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f7,ga,7,12,0.023529412,0.988095238,0,1,0.011904762,0.011904762,0.505952381,0.109108945,0.023529412,0.109108945,0.301311157
f7,ibea,7,12,0.4,0.035714286,0,1,0.964285714,0.25,0.982142857,0.981980506,0.964705882,0.5,0.974746186
f7,nsga2,7,12,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,nsga3,7,12,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,rs,7,12,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,spea2,7,12,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f8,ga,8,12,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,12,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f8,nsga2,8,12,0.769230769,0.0375,0,1,0.9625,0.625,0.98125,0.981070844,0.964705882,0.790569415,0.973483496
f8,nsga3,8,12,0.625,0.075,0,1,0.925,0.454545455,0.9625,0.961769203,0.929411765,0.674199862,0.946966991
f8,rs,8,12,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,12,0.6,0.025,0.4,0.6,0.975,0.6,0.7875,0.764852927,0.952941176,0.764852927,0.716605399
f9,ga,9,12,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,12,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f9,nsga2,9,12,0.875,0.025641026,0,1,0.974358974,0.777777778,0.987179487,0.987096234,0.976470588,0.881917104,0.981869057
f9,nsga3,9,12,0.666666667,0.08974359,0,1,0.91025641,0.5,0.955128205,0.954073587,0.917647059,0.707106781,0.936541699
f9,rs,9,12,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,12,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f10,ga,0,13,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,ibea,0,13,0.666666667,0.037037037,0.2,0.8,0.962962963,0.571428571,0.881481481,0.877707451,0.953488372,0.751129349,0.856174164
f10,nsga2,0,13,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f10,nsga3,0,13,0.666666667,0.037037037,0.2,0.8,0.962962963,0.571428571,0.881481481,0.877707451,0.953488372,0.751129349,0.856174164
f10,rs,0,13,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,13,0.727272727,0.024691358,0.2,0.8,0.975308642,0.666666667,0.887654321,0.883315863,0.965116279,0.81137743,0.857504977
f1,ga,1,13,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,13,0.571428571,0.072289157,0,1,0.927710843,0.4,0.963855422,0.963177472,0.931034483,0.632455532,0.948883847
f1,nsga2,1,13,0.6,0.036144578,0.25,0.75,0.963855422,0.5,0.856927711,0.850230302,0.954022989,0.702728369,0.821385288
f1,nsga3,1,13,0.666666667,0.048192771,0,1,0.951807229,0.5,0.975903614,0.975606083,0.954022989,0.707106781,0.965922565
f1,rs,1,13,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,13,0.615384615,0.060240964,0,1,0.939759036,0.444444444,0.969879518,0.969411696,0.942528736,0.666666667,0.957403206
f2,ga,2,13,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,13,0.909090909,0.0125,0,1,0.9875,0.833333333,0.99375,0.993730346,0.988235294,0.912870929,0.991161165
f2,nsga2,2,13,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,nsga3,2,13,0.888888889,0,0.2,0.8,1,1,0.9,0.894427191,0.988235294,0.99380799,0.858578644
f2,rs,2,13,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,13,0.833333333,0.025,0,1,0.975,0.714285714,0.9875,0.987420883,0.976470588,0.845154255,0.98232233
f3,ga,3,13,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,ibea,3,13,0.666666667,0.036585366,0,1,0.963414634,0.5,0.981707317,0.981536874,0.964705882,0.707106781,0.97413024
f3,nsga2,3,13,0.75,0.024390244,0,1,0.975609756,0.6,0.987804878,0.987729597,0.976470588,0.774596669,0.982753493
f3,nsga3,3,13,0.6,0.048780488,0,1,0.951219512,0.428571429,0.975609756,0.97530483,0.952941176,0.654653671,0.965506986
f3,rs,3,13,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,spea2,3,13,0.75,0.024390244,0,1,0.975609756,0.6,0.987804878,0.987729597,0.976470588,0.774596669,0.982753493
f4,ga,4,13,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,ibea,4,13,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f4,nsga2,4,13,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f4,nsga3,4,13,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f4,rs,4,13,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,spea2,4,13,0.571428571,0.074074074,0,1,0.925925926,0.4,0.962962963,0.962250449,0.929411765,0.632455532,0.94762172
f5,ga,5,13,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,ibea,5,13,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f5,nsga2,5,13,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f5,nsga3,5,13,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f5,rs,5,13,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,spea2,5,13,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f6,ga,6,13,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,ibea,6,13,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,nsga2,6,13,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,nsga3,6,13,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f6,rs,6,13,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,13,0.571428571,0.074074074,0,1,0.925925926,0.4,0.962962963,0.962250449,0.929411765,0.632455532,0.94762172
f7,ga,7,13,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,ibea,7,13,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,nsga2,7,13,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,nsga3,7,13,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,rs,7,13,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,spea2,7,13,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f8,ga,8,13,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,13,0.6,0.025,0.4,0.6,0.975,0.6,0.7875,0.764852927,0.952941176,0.764852927,0.716605399
f8,nsga2,8,13,0.5,0.05,0.4,0.6,0.95,0.428571429,0.775,0.754983444,0.929411765,0.646206173,0.714956144
f8,nsga3,8,13,0.666666667,0.0625,0,1,0.9375,0.5,0.96875,0.968245837,0.941176471,0.707106781,0.955805826
f8,rs,8,13,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,13,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f9,ga,9,13,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,13,0.823529412,0.038461538,0,1,0.961538462,0.7,0.980769231,0.980580676,0.964705882,0.836660027,0.972803585
f9,nsga2,9,13,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f9,nsga3,9,13,0.875,0.025641026,0,1,0.974358974,0.777777778,0.987179487,0.987096234,0.976470588,0.881917104,0.981869057
f9,rs,9,13,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,13,0.7,0.076923077,0,1,0.923076923,0.538461538,0.961538462,0.960768923,0.929411765,0.733799386,0.945607171
f10,ga,0,14,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,ibea,0,14,0.615384615,0.049382716,0.2,0.8,0.950617284,0.5,0.875308642,0.872062972,0.941860465,0.702559424,0.85433145
f10,nsga2,0,14,0.75,0,0.4,0.6,1,1,0.8,0.774596669,0.976744186,0.98787834,0.717157288
f10,nsga3,0,14,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f10,rs,0,14,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,14,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f1,ga,1,14,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,14,0.571428571,0.012048193,0.5,0.5,0.987951807,0.666666667,0.743975904,0.702834194,0.965517241,0.806717826,0.646343981
f1,nsga2,1,14,0.888888889,0.012048193,0,1,0.987951807,0.8,0.993975904,0.993957649,0.988505747,0.894427191,0.991480641
f1,nsga3,1,14,0.5,0.024096386,0.5,0.5,0.975903614,0.5,0.737951807,0.698535473,0.954022989,0.698535473,0.646036276
f1,rs,1,14,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,14,0.571428571,0.072289157,0,1,0.927710843,0.4,0.963855422,0.963177472,0.931034483,0.632455532,0.948883847
f2,ga,2,14,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,14,0.909090909,0.0125,0,1,0.9875,0.833333333,0.99375,0.993730346,0.988235294,0.912870929,0.991161165
f2,nsga2,2,14,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,nsga3,2,14,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,rs,2,14,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,14,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f3,ga,3,14,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,ibea,3,14,0.666666667,0.036585366,0,1,0.963414634,0.5,0.981707317,0.981536874,0.964705882,0.707106781,0.97413024
f3,nsga2,3,14,0.666666667,0.036585366,0,1,0.963414634,0.5,0.981707317,0.981536874,0.964705882,0.707106781,0.97413024
f3,nsga3,3,14,0.6,0.048780488,0,1,0.951219512,0.428571429,0.975609756,0.97530483,0.952941176,0.654653671,0.965506986
f3,rs,3,14,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,spea2,3,14,0.375,0.12195122,0,1,0.87804878,0.230769231,0.93902439,0.937042571,0.882352941,0.480384461,0.913767466
f4,ga,4,14,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,ibea,4,14,0.533333333,0.086419753,0,1,0.913580247,0.363636364,0.956790123,0.955813919,0.917647059,0.603022689,0.938892007
f4,nsga2,4,14,0.533333333,0.086419753,0,1,0.913580247,0.363636364,0.956790123,0.955813919,0.917647059,0.603022689,0.938892007
f4,nsga3,4,14,0.666666667,0.049382716,0,1,0.950617284,0.5,0.975308642,0.974996043,0.952941176,0.707106781,0.965081147
f4,rs,4,14,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,spea2,4,14,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f5,ga,5,14,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,ibea,5,14,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f5,nsga2,5,14,0.666666667,0.0125,0.4,0.6,0.9875,0.75,0.79375,0.769740216,0.964705882,0.855266907,0.717019214
f5,nsga3,5,14,1,0,0,1,1,1,1,1,1,1,1
f5,rs,5,14,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,spea2,5,14,0.666666667,0.0625,0,1,0.9375,0.5,0.96875,0.968245837,0.941176471,0.707106781,0.955805826
f6,ga,6,14,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,ibea,6,14,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,nsga2,6,14,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f6,nsga3,6,14,0.666666667,0.024691358,0.25,0.75,0.975308642,0.6,0.862654321,0.855266907,0.964705882,0.769740216,0.822363203
f6,rs,6,14,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,14,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f7,ga,7,14,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,ibea,7,14,0.333333333,0.047619048,0,1,0.952380952,0.2,0.976190476,0.975900073,0.952941176,0.447213595,0.966328249
f7,nsga2,7,14,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,nsga3,7,14,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,rs,7,14,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,spea2,7,14,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f8,ga,8,14,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,14,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f8,nsga2,8,14,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f8,nsga3,8,14,0.6,0.025,0.4,0.6,0.975,0.6,0.7875,0.764852927,0.952941176,0.764852927,0.716605399
f8,rs,8,14,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,14,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f9,ga,9,14,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,14,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f9,nsga2,9,14,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f9,nsga3,9,14,0.823529412,0.038461538,0,1,0.961538462,0.7,0.980769231,0.980580676,0.964705882,0.836660027,0.972803585
f9,rs,9,14,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,14,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f10,ga,0,15,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,ibea,0,15,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f10,nsga2,0,15,0.615384615,0.049382716,0.2,0.8,0.950617284,0.5,0.875308642,0.872062972,0.941860465,0.702559424,0.85433145
f10,nsga3,0,15,0.615384615,0.049382716,0.2,0.8,0.950617284,0.5,0.875308642,0.872062972,0.941860465,0.702559424,0.85433145
f10,rs,0,15,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,15,0.727272727,0.024691358,0.2,0.8,0.975308642,0.666666667,0.887654321,0.883315863,0.965116279,0.81137743,0.857504977
f1,ga,1,15,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,15,0.888888889,0.012048193,0,1,0.987951807,0.8,0.993975904,0.993957649,0.988505747,0.894427191,0.991480641
f1,nsga2,1,15,0.615384615,0.060240964,0,1,0.939759036,0.444444444,0.969879518,0.969411696,0.942528736,0.666666667,0.957403206
f1,nsga3,1,15,0.571428571,0.012048193,0.5,0.5,0.987951807,0.666666667,0.743975904,0.702834194,0.965517241,0.806717826,0.646343981
f1,rs,1,15,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,15,0.615384615,0.060240964,0,1,0.939759036,0.444444444,0.969879518,0.969411696,0.942528736,0.666666667,0.957403206
f2,ga,2,15,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,15,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f2,nsga2,2,15,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,nsga3,2,15,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,rs,2,15,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,15,0.909090909,0.0125,0,1,0.9875,0.833333333,0.99375,0.993730346,0.988235294,0.912870929,0.991161165
f3,ga,3,15,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,ibea,3,15,0.545454545,0.06097561,0,1,0.93902439,0.375,0.969512195,0.969032709,0.941176471,0.612372436,0.956883733
f3,nsga2,3,15,0.545454545,0.06097561,0,1,0.93902439,0.375,0.969512195,0.969032709,0.941176471,0.612372436,0.956883733
f3,nsga3,3,15,0.5,0.073170732,0,1,0.926829268,0.333333333,0.963414634,0.962719725,0.929411765,0.577350269,0.948260479
f3,rs,3,15,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,spea2,3,15,0.5,0.073170732,0,1,0.926829268,0.333333333,0.963414634,0.962719725,0.929411765,0.577350269,0.948260479
f4,ga,4,15,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,ibea,4,15,0.727272727,0.037037037,0,1,0.962962963,0.571428571,0.981481481,0.981306763,0.964705882,0.755928946,0.97381086
f4,nsga2,4,15,0.666666667,0.049382716,0,1,0.950617284,0.5,0.975308642,0.974996043,0.952941176,0.707106781,0.965081147
f4,nsga3,4,15,0.571428571,0.074074074,0,1,0.925925926,0.4,0.962962963,0.962250449,0.929411765,0.632455532,0.94762172
f4,rs,4,15,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,spea2,4,15,0.533333333,0.086419753,0,1,0.913580247,0.363636364,0.956790123,0.955813919,0.917647059,0.603022689,0.938892007
f5,ga,5,15,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,ibea,5,15,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f5,nsga2,5,15,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f5,nsga3,5,15,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f5,rs,5,15,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,spea2,5,15,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f6,ga,6,15,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,ibea,6,15,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,nsga2,6,15,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,nsga3,6,15,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f6,rs,6,15,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,15,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f7,ga,7,15,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,ibea,7,15,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,nsga2,7,15,0.333333333,0.047619048,0,1,0.952380952,0.2,0.976190476,0.975900073,0.952941176,0.447213595,0.966328249
f7,nsga3,7,15,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,rs,7,15,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,spea2,7,15,0.333333333,0.047619048,0,1,0.952380952,0.2,0.976190476,0.975900073,0.952941176,0.447213595,0.966328249
f8,ga,8,15,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,15,0.6,0.025,0.4,0.6,0.975,0.6,0.7875,0.764852927,0.952941176,0.764852927,0.716605399
f8,nsga2,8,15,0.461538462,0.0625,0.4,0.6,0.9375,0.375,0.76875,0.75,0.917647059,0.604367223,0.713725438
f8,nsga3,8,15,0.588235294,0.0875,0,1,0.9125,0.416666667,0.95625,0.955248659,0.917647059,0.645497224,0.938128157
f8,rs,8,15,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,15,0.6,0.025,0.4,0.6,0.975,0.6,0.7875,0.764852927,0.952941176,0.764852927,0.716605399
f9,ga,9,15,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,15,0.823529412,0.038461538,0,1,0.961538462,0.7,0.980769231,0.980580676,0.964705882,0.836660027,0.972803585
f9,nsga2,9,15,0.823529412,0.038461538,0,1,0.961538462,0.7,0.980769231,0.980580676,0.964705882,0.836660027,0.972803585
f9,nsga3,9,15,0.875,0.025641026,0,1,0.974358974,0.777777778,0.987179487,0.987096234,0.976470588,0.881917104,0.981869057
f9,rs,9,15,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,15,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f10,ga,0,16,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,ibea,0,16,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f10,nsga2,0,16,0.666666667,0.037037037,0.2,0.8,0.962962963,0.571428571,0.881481481,0.877707451,0.953488372,0.751129349,0.856174164
f10,nsga3,0,16,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f10,rs,0,16,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,16,0.615384615,0.049382716,0.2,0.8,0.950617284,0.5,0.875308642,0.872062972,0.941860465,0.702559424,0.85433145
f1,ga,1,16,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,16,0.533333333,0.084337349,0,1,0.915662651,0.363636364,0.957831325,0.956902634,0.91954023,0.603022689,0.940364488
f1,nsga2,1,16,0.8,0.024096386,0,1,0.975903614,0.666666667,0.987951807,0.98787834,0.977011494,0.816496581,0.982961282
f1,nsga3,1,16,0.533333333,0.084337349,0,1,0.915662651,0.363636364,0.957831325,0.956902634,0.91954023,0.603022689,0.940364488
f1,rs,1,16,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,16,0.615384615,0.060240964,0,1,0.939759036,0.444444444,0.969879518,0.969411696,0.942528736,0.666666667,0.957403206
f2,ga,2,16,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,16,0.909090909,0.0125,0,1,0.9875,0.833333333,0.99375,0.993730346,0.988235294,0.912870929,0.991161165
f2,nsga2,2,16,0.888888889,0,0.2,0.8,1,1,0.9,0.894427191,0.988235294,0.99380799,0.858578644
f2,nsga3,2,16,0.833333333,0.025,0,1,0.975,0.714285714,0.9875,0.987420883,0.976470588,0.845154255,0.98232233
f2,rs,2,16,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,16,0.888888889,0,0.2,0.8,1,1,0.9,0.894427191,0.988235294,0.99380799,0.858578644
f3,ga,3,16,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
